AuthorTag,Author
ACEM,"#Name Anders Christiansen #Affiliation Department of Micro- and Nanotechnology, Technical University of Denmark, Kgs. Lyngby, Denmark. #Name Jens V Kringelum #Affiliation Center for Biological Sequence Analysis, Technical University of Denmark, Kgs. Lyngby, Denmark. #Name Christian S Hansen #Affiliation Center for Biological Sequence Analysis, Technical University of Denmark, Kgs. Lyngby, Denmark. #Name Katrine L Bøgh #Affiliation National Food Institute, Technical University of Denmark, Søborg, Denmark. #Name Eric Sullivan #Affiliation Roche NimbleGen, Madison, Wisconsin, the United States of America. #Name Jigar Patel #Affiliation Roche NimbleGen, Madison, Wisconsin, the United States of America. #Name Neil M Rigby #Affiliation Institute of Food Research, Norwich, United Kingdom. #Name Thomas Eiwegger #Affiliation Department of Paediatrics, Medical University of Vienna, Vienna, Austria. #Name Zsolt Szépfalusi #Affiliation Department of Paediatrics, Medical University of Vienna, Vienna, Austria. #Name Federico de Masi #Affiliation Center for Biological Sequence Analysis, Technical University of Denmark, Kgs. Lyngby, Denmark. #Name Morten Nielsen #Affiliation 1] Center for Biological Sequence Analysis, Technical University of Denmark, Kgs. Lyngby, Denmark [2] Instituto de Investigaciones Biotecnológicas, Universidad Nacional de San Martín, Buenos Aires, Argentina. #Name Ole Lund #Affiliation Center for Biological Sequence Analysis, Technical University of Denmark, Kgs. Lyngby, Denmark. #Name Martin Dufva #Affiliation Department of Micro- and Nanotechnology, Technical University of Denmark, Kgs. Lyngby, Denmark. #Reference 26246327"
ACEN,"#Name Arie Ryvkin #Affiliation Department of Cell Research and Immunology, Tel Aviv University, Tel Aviv, Israel. #Name Haim Ashkenazy #Name Larisa Smelyanski #Name Gilad Kaplan #Name Osnat Penn #Name Yael Weiss-Ottolenghi #Name Eyal Privman #Name Peter B Ngam #Name James E Woodward #Name Gregory D May #Name Callum Bell #Name Tal Pupko #Name Jonathan M Gershoni #Reference 22870226"
ACEO,"#Name Peter A C 't Hoen #Affiliation Center for Human and Clinical Genetics and Leiden Genome Technology Center, Leiden University Medical Center, 2300 RC Leiden, The Netherlands. p.a.c.hoen@lumc.nl #Name Silvana M G Jirka #Name Bradley R Ten Broeke #Name Erik A Schultes #Name Begoña Aguilera #Name Kar Him Pang #Name Hans Heemskerk #Name Annemieke Aartsma-Rus #Name Gertjan J van Ommen #Name Johan T den Dunnen #Reference 22178910"
ACEP,"#Name Gary W Liu #Name Brynn R Livesay #Name Nataly A Kacherovsky #Name Maryelise Cieslewicz #Name Emi Lutz #Name Adam Waalkes #Name Michael C Jensen #Affiliation §Ben Towne Center for Childhood Cancer Research, Seattle Children's Research Institute, Seattle, Washington 98145, United States. #Name Stephen J Salipante #Name Suzie H Pun #Reference 26161996"
ACEQ,"#Name Inmaculada Rentero Rebollo #Affiliation Institute of Chemical Sciences and Engineering, Ecole Polytechnique Fédérale de Lausanne, CH-1015 Lausanne, Switzerland inmaculada.rentero@epfl.ch. #Name Michal Sabisz #Affiliation Institute of Chemical Sciences and Engineering, Ecole Polytechnique Fédérale de Lausanne, CH-1015 Lausanne, Switzerland. #Name Vanessa Baeriswyl #Affiliation Institute of Chemical Sciences and Engineering, Ecole Polytechnique Fédérale de Lausanne, CH-1015 Lausanne, Switzerland. #Name Christian Heinis #Affiliation Institute of Chemical Sciences and Engineering, Ecole Polytechnique Fédérale de Lausanne, CH-1015 Lausanne, Switzerland christian.heinis@epfl.ch. #Reference 25348396"
ACER,"#Name Laura M De Plano #Affiliation Department of Chemical Sciences, Biological, Pharmaceutical and Environmental, University of Messina, Viale F. Stagnod'Alcontres 31, 98166 Messina, Italy. #Name Santina Carnazza #Affiliation Department of Chemical Sciences, Biological, Pharmaceutical and Environmental, University of Messina, Viale F. Stagnod'Alcontres 31, 98166 Messina, Italy. #Name Grazia M L Messina #Affiliation LAMSUN (Laboratory for Molecular Surfaces and Nanotechnology), Department of Chemical Sciences, University of Catania and CSGI, Viale A. Doria 6, 95125 Catania, Italy. #Name Maria Giovanna Rizzo #Affiliation Department of Chemical Sciences, Biological, Pharmaceutical and Environmental, University of Messina, Viale F. Stagnod'Alcontres 31, 98166 Messina, Italy. #Name Giovanni Marletta #Affiliation LAMSUN (Laboratory for Molecular Surfaces and Nanotechnology), Department of Chemical Sciences, University of Catania and CSGI, Viale A. Doria 6, 95125 Catania, Italy. #Name Salvatore P P Guglielmino #Affiliation Department of Chemical Sciences, Biological, Pharmaceutical and Environmental, University of Messina, Viale F. Stagnod'Alcontres 31, 98166 Messina, Italy. Electronic address: sguglielm@unime.it. #Reference 28654884"
ACES,"#Name Chunyan Li #Affiliation Department of Obstetrics and Gynecology, Xijing Hospital, The Fourth Military Medical University, Xi'an, 710032, Shaanxi, China. #Name Ning Gao #Affiliation Medical College of Yan'an University, Yan'an, 716000, Shaanxi, China. #Name Qinqin Xue #Affiliation Co-Innovation Center for Qinba Region's Sustainable Development, Shaanxi Normal University, 199 South Chang'an Road, Xi'an, 710062, Shaanxi, China. #Name Ni Ma #Affiliation Co-Innovation Center for Qinba Region's Sustainable Development, Shaanxi Normal University, 199 South Chang'an Road, Xi'an, 710062, Shaanxi, China. #Name Yuqin Hu #Affiliation Co-Innovation Center for Qinba Region's Sustainable Development, Shaanxi Normal University, 199 South Chang'an Road, Xi'an, 710062, Shaanxi, China. #Name Jianfang Zhang #Affiliation Department of Obstetrics and Gynecology, Xijing Hospital, The Fourth Military Medical University, Xi'an, 710032, Shaanxi, China. #Name Biliang Chen #Affiliation Department of Obstetrics and Gynecology, Xijing Hospital, The Fourth Military Medical University, Xi'an, 710032, Shaanxi, China. #Name Yingchun Hou #Affiliation Co-Innovation Center for Qinba Region's Sustainable Development, Shaanxi Normal University, 199 South Chang'an Road, Xi'an, 710062, Shaanxi, China. ychhou@snnu.edu.cn. #Reference 28634746"
ACET,"#Name Xiao Ran Ding #Affiliation Laboratory of Biotechnology, Beijing Institute of Radiation Medicine , Beijing 100850, PR China. #Name Jing Yang #Affiliation Laboratory of Biotechnology, Beijing Institute of Radiation Medicine , Beijing 100850, PR China. #Name Dan Dan Lu #Affiliation Laboratory of Biotechnology, Beijing Institute of Radiation Medicine , Beijing 100850, PR China. #Name Qing Jun Li #Affiliation Laboratory of Biotechnology, Beijing Institute of Radiation Medicine , Beijing 100850, PR China. #Name Zhao Yan Zhang #Affiliation Laboratory of Biotechnology, Beijing Institute of Radiation Medicine , Beijing 100850, PR China. #Name Zhe Zhou #Affiliation Laboratory of Biotechnology, Beijing Institute of Radiation Medicine , Beijing 100850, PR China. #Name Sheng Qi Wang #Affiliation Laboratory of Biotechnology, Beijing Institute of Radiation Medicine , Beijing 100850, PR China. #Reference 28635259"
ACEU,"#Name Piotr Golec #Affiliation Laboratory of Molecular Biology (affiliated with the University of Gdańsk), Institute of Biochemistry and Biophysics, Polish Academy of Sciences , Pawińskiego 5a, 02-106 Warszawa, Poland. #Name Kamila Żelechowska #Affiliation Faculty of Applied Physics and Mathematics, Solid State Physics Department, Gdansk University of Technology , Narutowicza 11/12, 80-233 Gdansk, Poland. #Name Joanna Karczewska-Golec #Name Jakub Karczewski #Affiliation Faculty of Applied Physics and Mathematics, Solid State Physics Department, Gdansk University of Technology , Narutowicza 11/12, 80-233 Gdansk, Poland. #Name Adam Leśniewski #Affiliation Institute of Physical Chemistry, Polish Academy of Sciences , Kasprzaka 44/52, 01-224 Warsaw, Poland. #Name Marcin Łoś #Name Grzegorz Węgrzyn #Name Andrzej M Kłonkowski #Affiliation Faculty of Chemistry, University of Gdansk , Wita Stwosza 63, 80-308 Gdansk, Poland. #Reference 28482148"
ACEV,"#Name Daniela I Staquicini #Affiliation University of New Mexico Comprehensive Cancer Center, and Division of Molecular Medicine, Department of Internal Medicine, University of New Mexico School of Medicine, Albuquerque, NM, 87131, USA. #Name Roberto Rangel #Affiliation Department of Immunology, The University of Texas M.D. Anderson Cancer Center, Houston, TX, 77054, USA. #Name Liliana Guzman-Rojas #Affiliation Cancer Research Program, Houston Methodist Research Institute, Houston, TX, 77030, USA. #Name Fernanda I Staquicini #Affiliation University of New Mexico Comprehensive Cancer Center, and Division of Molecular Medicine, Department of Internal Medicine, University of New Mexico School of Medicine, Albuquerque, NM, 87131, USA. #Name Andrey S Dobroff #Affiliation University of New Mexico Comprehensive Cancer Center, and Division of Molecular Medicine, Department of Internal Medicine, University of New Mexico School of Medicine, Albuquerque, NM, 87131, USA. #Name Christy A Tarleton #Affiliation University of New Mexico Comprehensive Cancer Center, and Division of Molecular Medicine, Department of Internal Medicine, University of New Mexico School of Medicine, Albuquerque, NM, 87131, USA. #Name Michelle A Ozbun #Affiliation Department of Molecular Genetics and Microbiology, University of New Mexico School of Medicine, Albuquerque, NM, 87131, USA. #Name Mikhail G Kolonin #Affiliation Institute of Molecular Medicine, University of Texas Health Science Center at Houston, Houston, TX, 77030, USA. #Name Juri G Gelovani #Affiliation Department of Biomedical Engineering, College of Engineering and School of Medicine, Wayne State University, Detroit, MI, 48202, USA. #Name Serena Marchiò #Affiliation University of New Mexico Comprehensive Cancer Center, and Division of Molecular Medicine, Department of Internal Medicine, University of New Mexico School of Medicine, Albuquerque, NM, 87131, USA. #Name Richard L Sidman #Affiliation Department of Neurology, Harvard Medical School, Beth Israel Deaconess Medical Center, Boston, MA, 02215, USA. #Name Katherine A Hajjar #Affiliation Departments of Pediatrics, Cell and Developmental Biology, and Medicine, Weill Cornell Medicine College, New York, NY, 10065, USA. #Name Wadih Arap #Affiliation University of New Mexico Comprehensive Cancer Center, and Division of Hematology/Oncology, Department of Internal Medicine, University of New Mexico School of Medicine, Albuquerque, NM, 87131, USA. warap@salud.unm.edu. #Name Renata Pasqualini #Affiliation University of New Mexico Comprehensive Cancer Center, and Division of Molecular Medicine, Department of Internal Medicine, University of New Mexico School of Medicine, Albuquerque, NM, 87131, USA. rpasqual@salud.unm.edu. #Reference 28652618"
ACEW,"#Name Kemal Arda Günay #Affiliation Laboratoire des Polymères, Institut des Matériaux and Institut des Sciences et Ingénierie Chimiques, École Polytechnique Fédérale de Lausanne (EPFL) , Bâtiment MXD, Station 12, CH-1015 Lausanne, Switzerland. #Name Damien L Berthier #Affiliation Division Recherche & Développement, Firmenich SA , Route des Jeunes 1, CH-1211 Genève, Switzerland. #Name Huda A Jerri #Affiliation R&D Division, Firmenich Inc. , 250 Plainsboro Road, Plainsboro, New Jersey 08536, United States. #Name Daniel Benczédi #Affiliation Division Recherche & Développement, Firmenich SA , Route des Jeunes 1, CH-1211 Genève, Switzerland. #Name Harm-Anton Klok #Affiliation Laboratoire des Polymères, Institut des Matériaux and Institut des Sciences et Ingénierie Chimiques, École Polytechnique Fédérale de Lausanne (EPFL) , Bâtiment MXD, Station 12, CH-1015 Lausanne, Switzerland. #Name Andreas Herrmann #Affiliation Division Recherche & Développement, Firmenich SA , Route des Jeunes 1, CH-1211 Genève, Switzerland. #Reference 28650615"
ACEX,"#Name Harsha Ramaraju #Affiliation Department of Biomedical Engineering, University of Michigan, Ann Arbor, MI, USA. #Name Sharon J Miller #Affiliation Department of Biomedical Engineering, University of Michigan, Ann Arbor, MI, USA. #Name David H Kohn #Affiliation Department of Biomedical Engineering, University of Michigan, Ann Arbor, MI, USA; Department of Biologic and Material Sciences, University of Michigan, Ann Arbor, MI, USA. Electronic address: dhkohn@umich.edu. #Reference 28453953"
ACEY,"#Name Franziska L Lederer #Affiliation Centre for Blood Research and Department of Biochemistry and Molecular Biology, University of British Columbia, Vancouver, BC, Canada. #Name Susan B Curtis #Affiliation Norman B. Keevil Institute of Mining Engineering, University of British Columbia, Vancouver, BC, Canada. #Name Stefanie Bachmann #Affiliation Department of Processing, Helmholtz-Zentrum Dresden-Rossendorf, Helmholtz Institute Freiberg for Resource Technology, Bautzner Landstrasse 400, Dresden, 01328, Germany. #Name W Scott Dunbar #Affiliation Norman B. Keevil Institute of Mining Engineering, University of British Columbia, Vancouver, BC, Canada. #Name Ross T A MacGillivray #Affiliation Centre for Blood Research and Department of Biochemistry and Molecular Biology, University of British Columbia, Vancouver, BC, Canada. #Reference 27987304"
ACEZ,"#Name Aw Wei Liang Alvin #Affiliation Department of Chemical Science and Engineering, School of Materials and Chemical Technology, Tokyo Institute of Technology, 2-12-1 O-okayama, Meguro-ku, Tokyo 152-8552, Japan. #Name Masayoshi Tanaka #Affiliation Department of Chemical Science and Engineering, School of Materials and Chemical Technology, Tokyo Institute of Technology, 2-12-1 O-okayama, Meguro-ku, Tokyo 152-8552, Japan; Office for the Impulsing Paradigm Change Through Disruptive Technologies Program (ImPACT), Japan Science and Technology Agency (JST), Tokyo Headquarters 2 K's Gobancho 7, Gobancho, Chiyoda-ku, Tokyo 102-0076, Japan. #Name Mina Okochi #Affiliation Department of Chemical Science and Engineering, School of Materials and Chemical Technology, Tokyo Institute of Technology, 2-12-1 O-okayama, Meguro-ku, Tokyo 152-8552, Japan; Office for the Impulsing Paradigm Change Through Disruptive Technologies Program (ImPACT), Japan Science and Technology Agency (JST), Tokyo Headquarters 2 K's Gobancho 7, Gobancho, Chiyoda-ku, Tokyo 102-0076, Japan. Electronic address: okochi.m.aa@m.titech.ac.jp. #Reference 28094103"
ACFA,"#Name Flore Oudouhou #Affiliation Department of Biochemistry and Molecular Medicine, Faculty of Medicine, Université de Montréal , Montréal, QC, Canada. #Name Bastien Casu #Affiliation Department of Biochemistry and Molecular Medicine, Faculty of Medicine, Université de Montréal , Montréal, QC, Canada. #Name Arnold Steve Dopgwa Puemi #Affiliation Department of Biochemistry and Molecular Medicine, Faculty of Medicine, Université de Montréal , Montréal, QC, Canada. #Name Jurgen Sygusch #Affiliation Department of Biochemistry and Molecular Medicine, Faculty of Medicine, Université de Montréal , Montréal, QC, Canada. #Name Christian Baron #Affiliation Department of Biochemistry and Molecular Medicine, Faculty of Medicine, Université de Montréal , Montréal, QC, Canada. #Reference 28414460"
ACFB,"#Name Prabir Kumar Kulabhusan #Affiliation Nanobioscience Group, Agharkar Research Institute, Pune, 411004, India. #Name Jyutika M Rajwade #Affiliation Nanobioscience Group, Agharkar Research Institute, Pune, 411004, India. #Name A S Sahul Hameed #Affiliation OIE reference laboratory for WTD, C. Abdul Hakeem College, Melvisharam, Tamilnadu, 632509, India. #Name Kishore M Paknikar #Affiliation Nanobioscience Group, Agharkar Research Institute, Pune, 411004, India. kpaknikar@gmail.com. #Reference 28349164"
ACFC,"#Name Tatsuya Fukuta #Affiliation Department of Medical Biochemistry, School of Pharmaceutical Sciences, University of Shizuoka, 52-1 Yada, Suruga-ku, Shizuoka 422-8526, Japan; Japan Society for the Promotion of Science (JSPS), 5-3-1 Kojimachi, Chiyoda-ku, Tokyo 102-0083, Japan. #Name Tomohiro Asai #Affiliation Department of Medical Biochemistry, School of Pharmaceutical Sciences, University of Shizuoka, 52-1 Yada, Suruga-ku, Shizuoka 422-8526, Japan. #Name Yuri Kiyokawa #Affiliation Department of Medical Biochemistry, School of Pharmaceutical Sciences, University of Shizuoka, 52-1 Yada, Suruga-ku, Shizuoka 422-8526, Japan. #Name Takashi Nakada #Affiliation Department of Medical Biochemistry, School of Pharmaceutical Sciences, University of Shizuoka, 52-1 Yada, Suruga-ku, Shizuoka 422-8526, Japan. #Name Koji Bessyo-Hirashima #Affiliation Department of Medical Biochemistry, School of Pharmaceutical Sciences, University of Shizuoka, 52-1 Yada, Suruga-ku, Shizuoka 422-8526, Japan. #Name Natsuki Fukaya #Affiliation Department of Medical Biochemistry, School of Pharmaceutical Sciences, University of Shizuoka, 52-1 Yada, Suruga-ku, Shizuoka 422-8526, Japan. #Name Kenji Hyodo #Affiliation Tsukuba Research Laboratories, Eisai Co. Ltd., 5-1-3 Tokodai, Tsukuba, Ibaraki 300-2635, Japan. #Name Kazuma Takase #Affiliation Tsukuba Research Laboratories, Eisai Co. Ltd., 5-1-3 Tokodai, Tsukuba, Ibaraki 300-2635, Japan. #Name Hiroshi Kikuchi #Affiliation Tsukuba Research Laboratories, Eisai Co. Ltd., 5-1-3 Tokodai, Tsukuba, Ibaraki 300-2635, Japan. #Name Naoto Oku #Affiliation Department of Medical Biochemistry, School of Pharmaceutical Sciences, University of Shizuoka, 52-1 Yada, Suruga-ku, Shizuoka 422-8526, Japan. Electronic address: oku@u-shizuoka-ken.ac.jp. #Reference 28359814"
ACFD,"#Name Riikka Peltomaa #Name Elena Benito-Peña #Name Rodrigo Barderas #Name Ursula Sauer #Affiliation Center for Health and Bioresources, AIT Austrian Institute of Technology GmbH , Konrad-Lorenz-Straße 24, 3430 Tulln, Austria. #Name Martin González Andrade #Affiliation Department of Biochemistry, Faculty of Medicine, Universidad Nacional Autónoma de México , Ciudad Universitaria, Coyoacán D.F., México City 04510, México. #Name María C Moreno-Bondi #Reference 28475831"
ACFE,"#Name Xu Qiang #Affiliation School of Life Science and Technology, China Pharmaceutical University, Nanjing, 210009, P.R. China. #Name Keyong Sun #Affiliation School of Life Science and Technology, China Pharmaceutical University, Nanjing, 210009, P.R. China. #Name Lijun Xing #Affiliation School of Life Science and Technology, China Pharmaceutical University, Nanjing, 210009, P.R. China. #Name Yifeng Xu #Affiliation School of Life Science and Technology, China Pharmaceutical University, Nanjing, 210009, P.R. China. #Name Hong Wang #Affiliation School of Life Science and Technology, China Pharmaceutical University, Nanjing, 210009, P.R. China. #Name Zhengpin Zhou #Affiliation School of Life Science and Technology, China Pharmaceutical University, Nanjing, 210009, P.R. China. #Name Juan Zhang #Affiliation School of Life Science and Technology, China Pharmaceutical University, Nanjing, 210009, P.R. China. #Name Fang Zhang #Affiliation Jiangsu Collaborative Innovation Center of Chinese Medicinal Resources Industrialization, School of Pharmacy, Nanjing University of Chinese Medicine, Nanjing, 210023, P.R. China. #Name Bilgen Caliskan #Affiliation School of Life Science and Technology, China Pharmaceutical University, Nanjing, 210009, P.R. China. #Name Min Wang #Affiliation School of Life Science and Technology, China Pharmaceutical University, Nanjing, 210009, P.R. China. minwang@cpu.edu.cn. #Name Zheng Qiu #Affiliation School of Life Science and Technology, China Pharmaceutical University, Nanjing, 210009, P.R. China. qiuzheng@cpu.edu.cn. #Reference 28572662"
ACFF,"#Name Dehai Yu #Affiliation Stem Cell and Cancer Center, First Hospital, Jilin University, Changchun, China. #Name Zhonghua Du #Affiliation Stem Cell and Cancer Center, First Hospital, Jilin University, Changchun, China. #Name Wei Li #Affiliation Stem Cell and Cancer Center, First Hospital, Jilin University, Changchun, China. #Name Huaqiu Chen #Affiliation Stem Cell and Cancer Center, First Hospital, Jilin University, Changchun, China. #Name Songgen Ye #Affiliation Stem Cell and Cancer Center, First Hospital, Jilin University, Changchun, China. #Name Andrew R Hoffman #Affiliation Stanford University Medical School, Palo Alto Veterans Institute for Research, Palo Alto, California, USA. #Name Jiuwei Cui #Affiliation Stem Cell and Cancer Center, First Hospital, Jilin University, Changchun, China. #Name Ji-Fan Hu #Affiliation Stem Cell and Cancer Center, First Hospital, Jilin University, Changchun, China. #Reference 28578326"
ACFG,"#Name Aleksandra E Sikora #Affiliation Department of Pharmaceutical Sciences, College of Pharmacy, Oregon State University, Corvallis, Oregon, USA Aleksandra.Sikora@oregonstate.edu. #Name Robert H Mills #Affiliation Department of Pharmaceutical Sciences, College of Pharmacy, Oregon State University, Corvallis, Oregon, USA. #Name Jacob V Weber #Affiliation Department of Pharmaceutical Sciences, College of Pharmacy, Oregon State University, Corvallis, Oregon, USA. #Name Adel Hamza #Affiliation Department of Molecular & Cellular Biochemistry, College of Medicine, University of Kentucky, Lexington, Kentucky, USA. #Name Bryan W Passow #Affiliation Department of Pharmaceutical Sciences, College of Pharmacy, Oregon State University, Corvallis, Oregon, USA. #Name Andrew Romaine #Affiliation Department of Pharmaceutical Sciences, College of Pharmacy, Oregon State University, Corvallis, Oregon, USA. #Name Zachary A Williamson #Affiliation Department of Molecular & Cellular Biochemistry, College of Medicine, University of Kentucky, Lexington, Kentucky, USA. #Name Robert W Reed #Affiliation Department of Molecular & Cellular Biochemistry, College of Medicine, University of Kentucky, Lexington, Kentucky, USA. #Name Ryszard A Zielke #Affiliation Department of Pharmaceutical Sciences, College of Pharmacy, Oregon State University, Corvallis, Oregon, USA. #Name Konstantin V Korotkov #Affiliation Department of Molecular & Cellular Biochemistry, College of Medicine, University of Kentucky, Lexington, Kentucky, USA. #Reference 28584144"
ACFH,#Name unknown #Reference 28415614
ACFI,"#Name Hideki Ikemoto #Affiliation 1 Laboratory of Cancer Biology, Institute of Biomedicine and Translational Medicine, University of Tartu, Tartu, Estonia. #Name Prakash Lingasamy #Affiliation 1 Laboratory of Cancer Biology, Institute of Biomedicine and Translational Medicine, University of Tartu, Tartu, Estonia. #Name Anne-Mari Anton Willmore #Affiliation 1 Laboratory of Cancer Biology, Institute of Biomedicine and Translational Medicine, University of Tartu, Tartu, Estonia. #Name Hedi Hunt #Affiliation 1 Laboratory of Cancer Biology, Institute of Biomedicine and Translational Medicine, University of Tartu, Tartu, Estonia. #Name Kaarel Kurm #Affiliation 1 Laboratory of Cancer Biology, Institute of Biomedicine and Translational Medicine, University of Tartu, Tartu, Estonia. #Name Olav Tammik #Affiliation 2 Department of Surgical Oncology, Tartu University Hospital, Tartu, Estonia. #Name Pablo Scodeller #Affiliation 1 Laboratory of Cancer Biology, Institute of Biomedicine and Translational Medicine, University of Tartu, Tartu, Estonia. #Name Lorena Simón-Gracia #Affiliation 1 Laboratory of Cancer Biology, Institute of Biomedicine and Translational Medicine, University of Tartu, Tartu, Estonia. #Name Venkata Ramana Kotamraju #Affiliation 3 Cancer Research Center, Sanford Burnham Prebys Medical Discovery Institute, La Jolla, CA, USA. #Name Andrew M Lowy #Affiliation 4 Department of Surgery, Division of Surgical Oncology, Moores Cancer Center, University of California, San Diego, La Jolla, CA, USA. #Name Kazuki N Sugahara #Affiliation 3 Cancer Research Center, Sanford Burnham Prebys Medical Discovery Institute, La Jolla, CA, USA. #Name Tambet Teesalu #Affiliation 1 Laboratory of Cancer Biology, Institute of Biomedicine and Translational Medicine, University of Tartu, Tartu, Estonia. #Reference 28468593"
ACFJ,"#Name Sonia Facchin #Affiliation Department of Surgery, Oncology and Gastroenterology, Gastroenterology Section, University Hospital of Padua, Padua, Italy. Electronic address: sonia.facchin@unipd.it. #Name Liboria Digiglio #Affiliation Department of Surgery, Oncology and Gastroenterology, Gastroenterology Section, University Hospital of Padua, Padua, Italy. Electronic address: l.digiglio@alice.it. #Name Renata D'Incà #Affiliation Department of Surgery, Oncology and Gastroenterology, Gastroenterology Section, University Hospital of Padua, Padua, Italy. Electronic address: dinca@unipd.it. #Name Elisabetta Casarin #Affiliation Department of Pharmaceutical and Pharmacological Sciences, University of Padua, Padua, Italy. Electronic address: elisabetta.casarin.81@gmail.com. #Name Elisa Dassie #Affiliation Department of Molecular Medicine, University of Padua, Padua, Italy; Department of Industrial Engineering, University of Padua, Padua, Italy; Oncological Gastrointestinal Surgery Department, S. Maria del Prato Hospital, Feltre, Italy; Venetian Institute of Molecular Medicine, Padua, Italy. Electronic address: elisa.dassie@ymail.com. #Name Monica Dettin #Affiliation Department of Industrial Engineering, University of Padua, Padua, Italy. Electronic address: monica.dettin@unipd.it. #Name Annj Zamuner #Affiliation Department of Industrial Engineering, University of Padua, Padua, Italy. Electronic address: annj.zamuner@phd.unipd.it. #Name Andrea Buda #Affiliation Oncological Gastrointestinal Surgery Department, S. Maria del Prato Hospital, Feltre, Italy. Electronic address: andrea.buda@unipd.it. #Name Michele De Boni #Affiliation Oncological Gastrointestinal Surgery Department, S. Maria del Prato Hospital, Feltre, Italy. Electronic address: debonimichele24@gmail.com. #Name Duilio Della Libera #Affiliation Oncological Gastrointestinal Surgery Department, S. Maria del Prato Hospital, Feltre, Italy. Electronic address: dudellal@tin.it. #Name Alessandra D'Urso #Affiliation Oncological Gastrointestinal Surgery Department, S. Maria del Prato Hospital, Feltre, Italy. Electronic address: ale_durso@inwind.it. #Name Giacomo Carlo Sturniolo #Affiliation Department of Surgery, Oncology and Gastroenterology, Gastroenterology Section, University Hospital of Padua, Padua, Italy. Electronic address: gc.sturniolo@unipd.it. #Name Margherita Morpurgo #Affiliation Department of Pharmaceutical and Pharmacological Sciences, University of Padua, Padua, Italy. Electronic address: margherita.morpurgo@unipd.it. #Reference 28428053"
ACFK,"#Name Yi-Hsuan Chi #Affiliation Institute of Cellular and Organismic Biology, Academia Sinica, Taipei, Taiwan. #Name Jong-Kai Hsiao #Affiliation Department of Medical Imaging, Taipei Tzu-Chi Hospital, New Taipei City, Taiwan. #Name Ming-Huang Lin #Affiliation Institute of Biomedical Sciences, Academia Sinica, Taipei, Taiwan. #Name Chen Chang #Affiliation Institute of Biomedical Sciences, Academia Sinica, Taipei, Taiwan. #Name Chun-Hsin Lan #Affiliation Institute of Cellular and Organismic Biology, Academia Sinica, Taipei, Taiwan. #Name Han-Chung Wu #Affiliation Institute of Cellular and Organismic Biology, Academia Sinica, Taipei, Taiwan. #Reference 28529640"
ACFL,#Name Xuran Wei #Affiliation Beijing Key Laboratory of Blood Safety and Supply Technologies Beijing Institute of Transfusion Medicine China. #Name Qingjun Liu #Affiliation Beijing Key Laboratory of Blood Safety and Supply Technologies Beijing Institute of Transfusion Medicine China. #Name Yaping Gao #Affiliation Institute of Basic Medical Sciences Academy of Military Medical Sciences Beijing China. #Name Jun Yang #Affiliation Beijing Key Laboratory of Blood Safety and Supply Technologies Beijing Institute of Transfusion Medicine China. #Name Bo Wang #Affiliation Beijing Key Laboratory of Blood Safety and Supply Technologies Beijing Institute of Transfusion Medicine China. #Name Guang Yang #Affiliation Institute of Basic Medical Sciences Academy of Military Medical Sciences Beijing China. #Name Shihui Zhang #Affiliation Beijing Key Laboratory of Blood Safety and Supply Technologies Beijing Institute of Transfusion Medicine China. #Name Hong Zhou #Affiliation Beijing Key Laboratory of Blood Safety and Supply Technologies Beijing Institute of Transfusion Medicine China. #Reference 28469983
