Reference,Date,Author
29362753,2018 Feb 08,"#Name Pei Liu #Affiliation Institute for Biosensing, and College of Chemistry & Chemical Engineering, Qingdao University, Qingdao 266071, China. liuah@qdu.edu.cn. #Name Lei Han #Name Fei Wang #Name Xiangqian Li #Name Valery A Petrenko #Name Aihua Liu"
29433534,2018 Feb 12,"#Name Yu-Hui Li #Affiliation Department of Rheumatology & Immunology, Peking University People's Hospital, 11 Xizhimen South Street, Beijing, 100044, China. #Name Ya-Ping Gao #Affiliation Beijing Institute of Basic Medical Sciences, Beijing, China. #Name Jie Dong #Affiliation Beijing Institute of Basic Medical Sciences, Beijing, China. #Name Lian-Jie Shi #Affiliation Department of Rheumatology & Immunology, Peking University People's Hospital, 11 Xizhimen South Street, Beijing, 100044, China. #Name Xiao-Lin Sun #Affiliation Department of Rheumatology & Immunology, Peking University People's Hospital, 11 Xizhimen South Street, Beijing, 100044, China. #Name Ru Li #Affiliation Department of Rheumatology & Immunology, Peking University People's Hospital, 11 Xizhimen South Street, Beijing, 100044, China. #Name Xue-Wu Zhang #Affiliation Department of Rheumatology & Immunology, Peking University People's Hospital, 11 Xizhimen South Street, Beijing, 100044, China. #Name Yu Liu #Affiliation Department of Rheumatology & Immunology, Peking University People's Hospital, 11 Xizhimen South Street, Beijing, 100044, China. #Name Li Long #Affiliation Department of Rheumatology & Immunology, Peking University People's Hospital, 11 Xizhimen South Street, Beijing, 100044, China. #Name Jing He #Affiliation Department of Rheumatology & Immunology, Peking University People's Hospital, 11 Xizhimen South Street, Beijing, 100044, China. #Name Qun-Jie Zhong #Affiliation Arthritis Clinic and Research Center, Peking University People's Hospital, Beijing, China. #Name Eric Morand #Affiliation Center for Inflammatory Diseases, Southern Clinical School, Monash University, Melbourne, Australia. eric.morand@monash.edu. #Name Guang Yang #Affiliation Beijing Institute of Basic Medical Sciences, Beijing, China. yangg62033@163.com. #Name Zhan-Guo Li #Affiliation Department of Rheumatology & Immunology, Peking University People's Hospital, 11 Xizhimen South Street, Beijing, 100044, China. li99@bjmu.edu.cn."
29434246,2018 Feb 12,"#Name Colin A Kretz #Affiliation Department of Medicine, McMaster University and the Thrombosis and Atherosclerosis Research Institute, Hamilton, Ontario, Canada. colin.kretz@taari.ca. #Name Kärt Tomberg #Affiliation Department of Human Genetics, University of Michigan, Ann Arbor, MI, USA. #Name Alexander Van Esbroeck #Affiliation Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI, USA. #Name Andrew Yee #Affiliation Life Sciences Institute, University of Michigan, Ann Arbor, MI, USA. #Name David Ginsburg #Affiliation Life Sciences Institute, University of Michigan, Ann Arbor, MI, USA."
29435721,2018 May,"#Name Xiaomin Liu #Affiliation Hunan Province Key Laboratory of Tumor Cellular & Molecular Pathology, Cancer Research Institute, University of South China, Hengyang, 421001, Hunan, People's Republic of China. #Name Jingwen Peng #Affiliation Hunan Province Key Laboratory of Tumor Cellular & Molecular Pathology, Cancer Research Institute, University of South China, Hengyang, 421001, Hunan, People's Republic of China. #Name Jie He #Affiliation Hunan Province Key Laboratory of Tumor Cellular & Molecular Pathology, Cancer Research Institute, University of South China, Hengyang, 421001, Hunan, People's Republic of China. #Name Qiaoran Li #Affiliation Hunan Province Key Laboratory of Tumor Cellular & Molecular Pathology, Cancer Research Institute, University of South China, Hengyang, 421001, Hunan, People's Republic of China. #Name Jianbin Zhou #Affiliation Department of Gynecology and Obstetrics, The Second Affiliated Hospital, University of South China, Hengyang, 421001, Hunan, People's Republic of China. #Name Xiaoqiu Liang #Affiliation Hunan Province Key Laboratory of Tumor Cellular & Molecular Pathology, Cancer Research Institute, University of South China, Hengyang, 421001, Hunan, People's Republic of China. liangxiaoqiu368@163.com. #Name Shengsong Tang #Affiliation Institute of Pharmacy and Pharmacology, University of South China, Hengyang, 421001, Hunan, People's Republic of China. tangss111@163.com."
29447281,2018,"#Name Caitlin N Suire #Affiliation Institute for Memory Impairments and Neurological Disorders (UCI MIND), University of California Irvine, Irvine, California, United States of America. #Name Sarah Nainar #Affiliation Department of Pharmaceutical Sciences, University of California Irvine, Irvine, California, United States of America. #Name Michael Fazio #Affiliation Department of Pharmaceutical Sciences, University of California Irvine, Irvine, California, United States of America. #Name Adam G Kreutzer #Affiliation Department of Chemistry, University of California Irvine, Irvine, California, United States of America. #Name Tara Paymozd-Yazdi #Affiliation Institute for Memory Impairments and Neurological Disorders (UCI MIND), University of California Irvine, Irvine, California, United States of America. #Name Caitlyn L Topper #Affiliation Institute for Memory Impairments and Neurological Disorders (UCI MIND), University of California Irvine, Irvine, California, United States of America. #Name Caroline R Thompson #Affiliation Institute for Memory Impairments and Neurological Disorders (UCI MIND), University of California Irvine, Irvine, California, United States of America. #Name Malcolm A Leissring #Affiliation Institute for Memory Impairments and Neurological Disorders (UCI MIND), University of California Irvine, Irvine, California, United States of America."
29463859,2018 Feb 20,"#Name Sibel Cetinel #Affiliation Ingenuity Lab, 11421 Saskatchewan Drive, T6G 2M9, Edmonton, AB, Canada. #Name Wei-Zheng Shen #Affiliation Ingenuity Lab, 11421 Saskatchewan Drive, T6G 2M9, Edmonton, AB, Canada. #Name Maral Aminpour #Affiliation Ingenuity Lab, 11421 Saskatchewan Drive, T6G 2M9, Edmonton, AB, Canada. #Name Prasanna Bhomkar #Affiliation Ingenuity Lab, 11421 Saskatchewan Drive, T6G 2M9, Edmonton, AB, Canada. #Name Feng Wang #Affiliation Ingenuity Lab, 11421 Saskatchewan Drive, T6G 2M9, Edmonton, AB, Canada. #Name Elham Rafie Borujeny #Affiliation Ingenuity Lab, 11421 Saskatchewan Drive, T6G 2M9, Edmonton, AB, Canada. #Name Kumakshi Sharma #Affiliation Ingenuity Lab, 11421 Saskatchewan Drive, T6G 2M9, Edmonton, AB, Canada. #Name Niloofar Nayebi #Affiliation Ingenuity Lab, 11421 Saskatchewan Drive, T6G 2M9, Edmonton, AB, Canada. #Name Carlo Montemagno #Affiliation Ingenuity Lab, 11421 Saskatchewan Drive, T6G 2M9, Edmonton, AB, Canada. chancellor@siu.edu."
29473787,2018 Apr 01,"#Name Mario D Martinez #Affiliation Wallace H Coulter Department of Biomedical Engineering, Emory University & Georgia Institute of Technology, Atlanta, GA 30322, USA. #Name David Q Trac #Affiliation Wallace H Coulter Department of Biomedical Engineering, Emory University & Georgia Institute of Technology, Atlanta, GA 30322, USA. #Name Milton E Brown #Affiliation Wallace H Coulter Department of Biomedical Engineering, Emory University & Georgia Institute of Technology, Atlanta, GA 30322, USA. #Name Kevin O Maher #Affiliation Children's Heart Research & Outcomes Center, Children's Healthcare of Atlanta & Emory University, Atlanta, GA 30322, USA. #Name Michael E Davis #Affiliation Wallace H Coulter Department of Biomedical Engineering, Emory University & Georgia Institute of Technology, Atlanta, GA 30322, USA."
29046922,2018 Jan,"#Name Yuyu Tan #Affiliation MOE Key Laboratory of Spectrochemical Analysis and Instrumentation, Collaborative Innovation Center of Chemistry for Energy Materials, Key Laboratory for Chemical Biology of Fujian Province, State Key Laboratory of Physical Chemistry of Solid Surfaces, College of Chemistry and Chemical Engineering, Xiamen University, Xiamen, Fujian, 361005, China. #Name Wenli Liu #Affiliation MOE Key Laboratory of Spectrochemical Analysis and Instrumentation, Collaborative Innovation Center of Chemistry for Energy Materials, Key Laboratory for Chemical Biology of Fujian Province, State Key Laboratory of Physical Chemistry of Solid Surfaces, College of Chemistry and Chemical Engineering, Xiamen University, Xiamen, Fujian, 361005, China. #Name Zhi Zhu #Affiliation MOE Key Laboratory of Spectrochemical Analysis and Instrumentation, Collaborative Innovation Center of Chemistry for Energy Materials, Key Laboratory for Chemical Biology of Fujian Province, State Key Laboratory of Physical Chemistry of Solid Surfaces, College of Chemistry and Chemical Engineering, Xiamen University, Xiamen, Fujian, 361005, China. zhuzhi@xmu.edu.cn. #Name Lijun Lang #Affiliation MOE Key Laboratory of Spectrochemical Analysis and Instrumentation, Collaborative Innovation Center of Chemistry for Energy Materials, Key Laboratory for Chemical Biology of Fujian Province, State Key Laboratory of Physical Chemistry of Solid Surfaces, College of Chemistry and Chemical Engineering, Xiamen University, Xiamen, Fujian, 361005, China. #Name Junxia Wang #Affiliation MOE Key Laboratory of Spectrochemical Analysis and Instrumentation, Collaborative Innovation Center of Chemistry for Energy Materials, Key Laboratory for Chemical Biology of Fujian Province, State Key Laboratory of Physical Chemistry of Solid Surfaces, College of Chemistry and Chemical Engineering, Xiamen University, Xiamen, Fujian, 361005, China. #Name Mengjiao Huang #Affiliation MOE Key Laboratory of Spectrochemical Analysis and Instrumentation, Collaborative Innovation Center of Chemistry for Energy Materials, Key Laboratory for Chemical Biology of Fujian Province, State Key Laboratory of Physical Chemistry of Solid Surfaces, College of Chemistry and Chemical Engineering, Xiamen University, Xiamen, Fujian, 361005, China. #Name Mingxia Zhang #Affiliation MOE Key Laboratory of Spectrochemical Analysis and Instrumentation, Collaborative Innovation Center of Chemistry for Energy Materials, Key Laboratory for Chemical Biology of Fujian Province, State Key Laboratory of Physical Chemistry of Solid Surfaces, College of Chemistry and Chemical Engineering, Xiamen University, Xiamen, Fujian, 361005, China. #Name Chaoyong Yang #Affiliation MOE Key Laboratory of Spectrochemical Analysis and Instrumentation, Collaborative Innovation Center of Chemistry for Energy Materials, Key Laboratory for Chemical Biology of Fujian Province, State Key Laboratory of Physical Chemistry of Solid Surfaces, College of Chemistry and Chemical Engineering, Xiamen University, Xiamen, Fujian, 361005, China. cyyang@xmu.edu.cn."
29330364,2018 Jan 12,"#Name Anna Demartis #Affiliation IRBM Science Park, Via Pontina Km 30.600, 00071, Pomezia, RM, Italy. #Name Armin Lahm #Affiliation PeptiPharma, Viale Città D'Europa 679, 00144, Roma, Italy. #Name Licia Tomei #Affiliation IRBM Science Park, Via Pontina Km 30.600, 00071, Pomezia, RM, Italy. #Name Elisa Beghetto #Affiliation IRBM Science Park, Via Pontina Km 30.600, 00071, Pomezia, RM, Italy. #Name Valentina Di Biasio #Affiliation IRBM Science Park, Via Pontina Km 30.600, 00071, Pomezia, RM, Italy. #Name Federica Orvieto #Affiliation IRBM Science Park, Via Pontina Km 30.600, 00071, Pomezia, RM, Italy. #Name Francesco Frattolillo #Affiliation IRBM Science Park, Via Pontina Km 30.600, 00071, Pomezia, RM, Italy. #Name Paul E Carrington #Affiliation Merck Research Laboratories, 2015 Galloping Hill R., Kenilworth, NJ, 07033-1310, USA. #Name Sheena Mumick #Affiliation Merck Research Laboratories, 2015 Galloping Hill R., Kenilworth, NJ, 07033-1310, USA. #Name Brian Hawes #Affiliation Merck Research Laboratories, 2015 Galloping Hill R., Kenilworth, NJ, 07033-1310, USA. #Name Elisabetta Bianchi #Affiliation IRBM Science Park, Via Pontina Km 30.600, 00071, Pomezia, RM, Italy. #Name Anandan Palani #Affiliation Merck Research Laboratories, 2015 Galloping Hill R., Kenilworth, NJ, 07033-1310, USA. anandan.palani@merck.com. #Name Antonello Pessi #Affiliation PeptiPharma, Viale Città D'Europa 679, 00144, Roma, Italy. a.pessi@peptipharma.it."
29329326,2018,"#Name Joey P Ting #Affiliation Department of protein Engineering, Eli Lilly Biotechnology Center, San Diego, California, United States of America. #Name Frances Tung #Affiliation Department of structural Biology, Discovery Chemistry Research and Technologies, Lilly Biotechnology Center, Eli Lilly and Company, San Diego, California, United States of America. #Name Stephen Antonysamy #Affiliation Department of structural Biology, Discovery Chemistry Research and Technologies, Lilly Biotechnology Center, Eli Lilly and Company, San Diego, California, United States of America. #Name Stephen Wasserman #Affiliation Department of structural Biology, Discovery Chemistry Research and Technologies, Eli Lilly and Company, Advanced Photon Source, Argonne, Illinois, United States of America. #Name Spencer B Jones #Affiliation Lilly Research Laboratories, Indianapolis, Indiana, United States of America. #Name Feiyu F Zhang #Affiliation Department of structural Biology, Discovery Chemistry Research and Technologies, Lilly Biotechnology Center, Eli Lilly and Company, San Diego, California, United States of America. #Name Alfonso Espada #Affiliation Centro de Investigación Lilly, Alcobendas, Spain. #Name Howard Broughton #Affiliation Centro de Investigación Lilly, Alcobendas, Spain. #Name Michael J Chalmers #Affiliation Lilly Research Laboratories, Indianapolis, Indiana, United States of America. #Name Michael E Woodman #Affiliation Lilly Research Laboratories, Indianapolis, Indiana, United States of America. #Name Holly A Bina #Affiliation Lilly Research Laboratories, Indianapolis, Indiana, United States of America. #Name Jeffrey A Dodge #Affiliation Lilly Research Laboratories, Indianapolis, Indiana, United States of America. #Name Jordi Benach #Affiliation Department of structural Biology, Discovery Chemistry Research and Technologies, Eli Lilly and Company, Advanced Photon Source, Argonne, Illinois, United States of America. #Name Aiping Zhang #Affiliation Department of structural Biology, Discovery Chemistry Research and Technologies, Lilly Biotechnology Center, Eli Lilly and Company, San Diego, California, United States of America. #Name Christopher Groshong #Affiliation Department of structural Biology, Discovery Chemistry Research and Technologies, Lilly Biotechnology Center, Eli Lilly and Company, San Diego, California, United States of America. #Name Danalyn Manglicmot #Affiliation Department of structural Biology, Discovery Chemistry Research and Technologies, Lilly Biotechnology Center, Eli Lilly and Company, San Diego, California, United States of America. #Name Marijane Russell #Affiliation Department of structural Biology, Discovery Chemistry Research and Technologies, Lilly Biotechnology Center, Eli Lilly and Company, San Diego, California, United States of America. #Name Sepideh Afshar #Affiliation Department of protein Engineering, Eli Lilly Biotechnology Center, San Diego, California, United States of America."
29304128,2018,"#Name Mengyao Wang #Affiliation College of Life Science and Technology, Heilongjiang Bayi Agricultural University, Daqing, P.R. China. #Name Lu Zhai #Affiliation College of Animal Science and Technology, Heilongjiang Bayi Agricultural University, Daqing, P.R. China. #Name Wei Yu #Affiliation College of Life Science and Technology, Heilongjiang Bayi Agricultural University, Daqing, P.R. China. #Name Yuhua Wei #Affiliation College of Animal Science and Technology, Heilongjiang Bayi Agricultural University, Daqing, P.R. China. #Name Lizi Wang #Affiliation College of Life Science and Technology, Heilongjiang Bayi Agricultural University, Daqing, P.R. China. #Name Shuo Liu #Affiliation College of Life Science and Technology, Heilongjiang Bayi Agricultural University, Daqing, P.R. China. #Name Wanyu Li #Affiliation College of Life Science and Technology, Heilongjiang Bayi Agricultural University, Daqing, P.R. China. #Name Xiaoting Li #Affiliation College of Animal Science and Technology, Heilongjiang Bayi Agricultural University, Daqing, P.R. China. #Name Simiao Yu #Affiliation College of Life Science and Technology, Heilongjiang Bayi Agricultural University, Daqing, P.R. China. #Name Xiaoting Chen #Affiliation College of Animal Science and Technology, Heilongjiang Bayi Agricultural University, Daqing, P.R. China. #Name Hua Zhang #Affiliation College of Life Science and Technology, Heilongjiang Bayi Agricultural University, Daqing, P.R. China. #Name Jing Chen #Affiliation College of Life Science and Technology, Heilongjiang Bayi Agricultural University, Daqing, P.R. China. #Name Zhenyue Feng #Affiliation College of Life Science and Technology, Heilongjiang Bayi Agricultural University, Daqing, P.R. China. #Name Liquan Yu #Affiliation College of Life Science and Technology, Heilongjiang Bayi Agricultural University, Daqing, P.R. China. #Name Yudong Cui #Affiliation College of Life Science and Technology, Heilongjiang Bayi Agricultural University, Daqing, P.R. China."
29301517,2018 Jan 04,"#Name Peili Hou #Affiliation Key Laboratory of Animal Resistant Biology of Shandong, Ruminant Disease Research Center, College of Life Sciences, Shandong Normal University, No. 88 East Wenhua Road, Jinan City, Shandong Province, China. #Name Guimin Zhao #Affiliation Key Laboratory of Animal Resistant Biology of Shandong, Ruminant Disease Research Center, College of Life Sciences, Shandong Normal University, No. 88 East Wenhua Road, Jinan City, Shandong Province, China. #Name Chengqiang He #Affiliation Key Laboratory of Animal Resistant Biology of Shandong, Ruminant Disease Research Center, College of Life Sciences, Shandong Normal University, No. 88 East Wenhua Road, Jinan City, Shandong Province, China. #Name Hongmei Wang #Affiliation Key Laboratory of Animal Resistant Biology of Shandong, Ruminant Disease Research Center, College of Life Sciences, Shandong Normal University, No. 88 East Wenhua Road, Jinan City, Shandong Province, China. hongmeiwang@sdnu.edu.cn. #Name Hongbin He #Affiliation Key Laboratory of Animal Resistant Biology of Shandong, Ruminant Disease Research Center, College of Life Sciences, Shandong Normal University, No. 88 East Wenhua Road, Jinan City, Shandong Province, China. hongbinhe@sdnu.edu.cn."
29517966,2019 Jan,"#Name Jiao Wang #Affiliation Genetic Diagnosis Centre, Zhongnan Hospital of Wuhan University, Wuhan, China. #Name Jingjing Song #Affiliation Genetic Diagnosis Centre, Zhongnan Hospital of Wuhan University, Wuhan, China. #Name Shuimei Zhou #Affiliation Genetic Diagnosis Centre, Zhongnan Hospital of Wuhan University, Wuhan, China. #Name Yourong Fu #Affiliation Blood Transfusion Department, Zhongnan Hospital of Wuhan University, Wuhan, China. #Name Jeffrey A Bailey #Affiliation Division of Transfusion Medicine, Department of Medicine, University of Massachusetts Medical School, Worcester, MA, United States of America. #Name Changxin Shen #Affiliation Genetic Diagnosis Centre, Zhongnan Hospital of Wuhan University, Wuhan, China."
29852986,2018 Oct 05,"#Name Jong Min Lim #Affiliation Department of Pharmaceutical Engineering, Daegu Haany University, Gyeongsan, 38610, Republic of Korea. #Name Ji Hong Kim #Affiliation Department of Pharmaceutical Engineering, Daegu Haany University, Gyeongsan, 38610, Republic of Korea. #Name Myung Yi Ryu #Affiliation Department of Pharmaceutical Engineering, Daegu Haany University, Gyeongsan, 38610, Republic of Korea. #Name Chae Hwan Cho #Affiliation Department of Pharmaceutical Engineering, Daegu Haany University, Gyeongsan, 38610, Republic of Korea. #Name Tae Jung Park #Affiliation Department of Chemistry, Institute of Interdisciplinary Convergence Research, Research Institute of Halal Industrialization Technology, Chung-Ang University, 84 Heukseok-ro, Dongjak-gu, Seoul, 06974, Republic of Korea. #Name Jong Pil Park #Affiliation Department of Pharmaceutical Engineering, Daegu Haany University, Gyeongsan, 38610, Republic of Korea. Electronic address: jppark@dhu.ac.kr."
29858055,2018 Jun 01,"#Name Tomoya Terashima #Affiliation Department of Stem Cell Biology and Regenerative Medicine, Shiga University of Medical Science, Shiga, Japan. Electronic address: tom@belle.shiga-med.ac.jp. #Name Nobuhiro Ogawa #Affiliation Department of Medicine, Shiga University of Medical Science, Shiga, Japan. #Name Yuki Nakae #Affiliation Department of Stem Cell Biology and Regenerative Medicine, Shiga University of Medical Science, Shiga, Japan. #Name Toshiyuki Sato #Affiliation Pain & Neuroscience Laboratories, Daiichi Sankyo Co., Ltd., Tokyo, Japan. #Name Miwako Katagi #Affiliation Department of Stem Cell Biology and Regenerative Medicine, Shiga University of Medical Science, Shiga, Japan. #Name Junko Okano #Affiliation Division of Anatomy and Cell Biology, Shiga University of Medical Science, Shiga, Japan. #Name Hiroshi Maegawa #Affiliation Department of Medicine, Shiga University of Medical Science, Shiga, Japan. #Name Hideto Kojima #Affiliation Department of Stem Cell Biology and Regenerative Medicine, Shiga University of Medical Science, Shiga, Japan."
29859290,2018 Aug,"#Name Nazanin Irani #Affiliation Department of Microbiology, Islamic Azad University, Tehran North Branch, Tehran, Iran; Human Antibody Lab, Innovation Center, Pasteur Institute of Iran, Tehran, Iran. #Name Eilnaz Basardeh #Affiliation Human Antibody Lab, Innovation Center, Pasteur Institute of Iran, Tehran, Iran. #Name Fatemeh Samiee #Affiliation Department of Microbial Biotechnology, Islamic Azad University, Pharmaceutical Sciences Branch, Tehran, Iran. #Name Abolfazl Fateh #Affiliation Human Antibody Lab, Innovation Center, Pasteur Institute of Iran, Tehran, Iran; Department of Mycobacteriology and Pulmonary Research, Microbiology Research Center, Pasteur Institute of Iran, Tehran, Iran. #Name Fahimeh Shooraj #Affiliation Human Antibody Lab, Innovation Center, Pasteur Institute of Iran, Tehran, Iran; Department of Mycobacteriology and Pulmonary Research, Microbiology Research Center, Pasteur Institute of Iran, Tehran, Iran. #Name Ayoub Rahimi #Affiliation Department of Mycobacteriology and Pulmonary Research, Microbiology Research Center, Pasteur Institute of Iran, Tehran, Iran. #Name Fereshteh Shahcheraghi #Affiliation Department of Bacteriology, Microbiology Research Center, Pasteur Institute of Iran, Iran. #Name Farzam Vaziri #Affiliation Human Antibody Lab, Innovation Center, Pasteur Institute of Iran, Tehran, Iran; Department of Mycobacteriology and Pulmonary Research, Microbiology Research Center, Pasteur Institute of Iran, Tehran, Iran. #Name Morteza Masoumi #Affiliation Department of Mycobacteriology and Pulmonary Research, Microbiology Research Center, Pasteur Institute of Iran, Tehran, Iran. #Name Mehrdad Pazhouhandeh #Affiliation Human Antibody Lab, Innovation Center, Pasteur Institute of Iran, Tehran, Iran. #Name Seyed Davar Siadat #Affiliation Human Antibody Lab, Innovation Center, Pasteur Institute of Iran, Tehran, Iran; Department of Mycobacteriology and Pulmonary Research, Microbiology Research Center, Pasteur Institute of Iran, Tehran, Iran. #Name Fatemeh Kazemi-Lomedasht #Affiliation Venom & Biotherapeutics Molecules Lab, Biotechnology Research Center, Pasteur Institute of Iran, Tehran, Iran. #Name Fatemeh Rahimi Jamnani #Affiliation Human Antibody Lab, Innovation Center, Pasteur Institute of Iran, Tehran, Iran; Department of Mycobacteriology and Pulmonary Research, Microbiology Research Center, Pasteur Institute of Iran, Tehran, Iran. Electronic address: Rahimi@pasteur.ac.ir."
29875202,2018 Jun 06,"#Name Xianjun Gao #Affiliation Department of Cell Biology and Key Laboratory of Immune Microenvironment and Disease (Ministry of Education), Tianjin Medical University, Qixiangtai Road, Heping District, Tianjin 300070, China. #Name Ning Ran #Affiliation Department of Cell Biology and Key Laboratory of Immune Microenvironment and Disease (Ministry of Education), Tianjin Medical University, Qixiangtai Road, Heping District, Tianjin 300070, China. #Name Xue Dong #Affiliation Department of Cell Biology and Key Laboratory of Immune Microenvironment and Disease (Ministry of Education), Tianjin Medical University, Qixiangtai Road, Heping District, Tianjin 300070, China. #Name Bingfeng Zuo #Affiliation Department of Cell Biology and Key Laboratory of Immune Microenvironment and Disease (Ministry of Education), Tianjin Medical University, Qixiangtai Road, Heping District, Tianjin 300070, China. #Name Rong Yang #Affiliation Department of Nanomedicine and Biopharmaceuticals, College of Life Science and Technology, Huazhong University of Science and Technology, Wuhan 430074, China. #Name Qibing Zhou #Affiliation Department of Nanomedicine and Biopharmaceuticals, College of Life Science and Technology, Huazhong University of Science and Technology, Wuhan 430074, China. #Name Hong M Moulton #Affiliation Biomedical Sciences, College of Veterinary Medicine, Oregon State University, Corvallis, OR 97331, USA. #Name Yiqi Seow #Affiliation Molecular Engineering Laboratory, Biomedical Sciences Institutes, Agency for Science Technology and Research, 61 Biopolis Way, Singapore 138668, Singapore. #Name HaiFang Yin #Affiliation Department of Cell Biology and Key Laboratory of Immune Microenvironment and Disease (Ministry of Education), Tianjin Medical University, Qixiangtai Road, Heping District, Tianjin 300070, China. haifangyin@tmu.edu.cn."
29849110,2018 May 30,"#Name Lijun Xing #Affiliation School of Life Science and Technology, China Pharmaceutical University, Nanjing, 210009, P.R. China. #Name Yifeng Xu #Affiliation School of Life Science and Technology, China Pharmaceutical University, Nanjing, 210009, P.R. China. #Name Keyong Sun #Affiliation School of Life Science and Technology, China Pharmaceutical University, Nanjing, 210009, P.R. China. #Name Hong Wang #Affiliation School of Life Science and Technology, China Pharmaceutical University, Nanjing, 210009, P.R. China. #Name Fengguo Zhang #Affiliation School of Life Science and Technology, China Pharmaceutical University, Nanjing, 210009, P.R. China. #Name Zhengpin Zhou #Affiliation School of Life Science and Technology, China Pharmaceutical University, Nanjing, 210009, P.R. China. #Name Juan Zhang #Affiliation School of Life Science and Technology, China Pharmaceutical University, Nanjing, 210009, P.R. China. #Name Fang Zhang #Affiliation Jiangsu Collaborative Innovation Center of Chinese Medicinal Resources Industrialization, School of Pharmacy, Nanjing University of Chinese Medicine, Nanjing, 210023, P.R. China. #Name Bilgen Caliskan #Affiliation School of Life Science and Technology, China Pharmaceutical University, Nanjing, 210009, P.R. China. #Name Zheng Qiu #Affiliation School of Life Science and Technology, China Pharmaceutical University, Nanjing, 210009, P.R. China. qiuzheng@cpu.edu.cn. #Name Min Wang #Affiliation School of Life Science and Technology, China Pharmaceutical University, Nanjing, 210009, P.R. China. minwang@cpu.edu.cn."
29846456,2018 Apr,"#Name Andréia Buzatti #Affiliation Laboratório de Doenças Parasitárias, Departamento de Medicina Veterinária, Universidade Federal do Paraná - UFPR, Curitiba, PR, Brasil. #Name Arnielis Diaz Fernandez #Affiliation Facultad de Ciencias Agropecuarias, Universidad de Camagüey Ignacio Agramonte Loynaz, Camagüey, Cuba. #Name Amilcar Arenal #Affiliation Facultad de Ciencias Agropecuarias, Universidad de Camagüey Ignacio Agramonte Loynaz, Camagüey, Cuba. #Name Erlán Pereira #Affiliation Facultad de Ciencias Agropecuarias, Universidad de Camagüey Ignacio Agramonte Loynaz, Camagüey, Cuba. #Name Alda Lucia Gomes Monteiro #Affiliation Laboratório de Produção e Pesquisa em Ovinos e Caprinos, Departamento de Zootecnia, Universidade Federal do Paraná - UFPR, Curitiba, PR, Brasil. #Name Marcelo Beltrão Molento #Affiliation Laboratório de Doenças Parasitárias, Departamento de Medicina Veterinária, Universidade Federal do Paraná - UFPR, Curitiba, PR, Brasil."
29845357,2018 May 29,"#Name Wenyuan Shi #Affiliation Department of Clinical Laboratory, Chenzhou First People's Hospital, Institute of Translational Medicine, University of South China, Chenzhou, 423000, People's Republic of China. #Name Lanhua Zhao #Affiliation Institute of Pathogenic Biology, School of Medicine, University of South China, No. 28, West Changsheng Road, Zhengxiang District, Hengyang, 421001, People's Republic of China. #Name Shengtao Li #Affiliation Department of Clinical Laboratory, Chenzhou First People's Hospital, Institute of Translational Medicine, University of South China, Chenzhou, 423000, People's Republic of China. #Name Guizhen Xu #Affiliation Department of Clinical Laboratory, Chenzhou First People's Hospital, Institute of Translational Medicine, University of South China, Chenzhou, 423000, People's Republic of China. #Name Yanhua Zeng #Affiliation Institute of Pathogenic Biology, School of Medicine, University of South China, No. 28, West Changsheng Road, Zhengxiang District, Hengyang, 421001, People's Republic of China. zengyihua21cn@126.com."
